KPI_SK,KPI_DATAELEMENT_SK,KPI_NAME,KPI_DESC,KPI_DATAELEMENT_NAME,KPI_GROUP,KPI_LEVEL,NUMERIC_VALUE,UOM,PERIOD,START_DATE,END_DATE,TARGET_VALUE,TRENDING_DIRECTION,PRIORITY_OUTCOME,PRIORITY_OUTCOME_DESC,PRIORITY_NAME,PRIORITY_AREA_NAME,PRIORITY_AREA_DESC
112,2562,Overall satisfaction with the delivery of municipal services (%),"Percentage of overall satisfaction with the delivery of Municipal Services (satisfied/very satisfied, Municipal data)",Current Overall satisfaction with the delivery of municipal services (%),,1,81,%,2018,1/4/2018,31/03/2019,80,UP,Exceptional Customer Service,Residents receive exceptional service provided through customer-centric planning and continuous improvement.,Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
112,2562,Overall satisfaction with the delivery of municipal services (%),"Percentage of overall satisfaction with the delivery of Municipal Services (satisfied/very satisfied, Municipal data)",Current Overall satisfaction with the delivery of municipal services (%),,1,81.1,%,2020,1/4/2020,31/03/2021,80,UP,Exceptional Customer Service,Residents receive exceptional service provided through customer-centric planning and continuous improvement.,Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
122,2564,People with access to functional parkland in the Regional Centre (%),"Percentage of residents that have functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access) within 500m in the Regional Centre. (Mun. data)",Current People with access to functional parkland in the Regional Centre (%),I,1,90,%,2019,1/4/2019,31/03/2020,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
122,2564,People with access to functional parkland in the Regional Centre (%),"Percentage of residents that have functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access) within 500m in the Regional Centre. (Mun. data)",Current People with access to functional parkland in the Regional Centre (%),I,1,90.8,%,2020,1/4/2020,31/03/2021,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
123,2566,People with access to functional parkland in urban settlement (%),"Residents that have functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access) within 800m in urban settlement outside Reg Centre (Mun. data)",Current People with access to functional parkland in urban settlement (%),I,2,90,%,2019,1/4/2019,31/03/2020,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
123,2566,People with access to functional parkland in urban settlement (%),"Residents that have functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access) within 800m in urban settlement outside Reg Centre (Mun. data)",Current People with access to functional parkland in urban settlement (%),I,2,94,%,2020,1/4/2020,31/03/2021,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
124,2568,Hectares of functional parkland per 1000 people in the Regional Centre,"Functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access ) per 1000 persons in the Regional Centre (Statistics Canada data)",Current Hectares of functional parkland per 1000 people in the Regional Centre,I,2,4.2,Hectares/1000 residents,2020,1/4/2020,31/03/2021,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
124,2568,Hectares of functional parkland per 1000 people in the Regional Centre,"Functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access ) per 1000 persons in the Regional Centre (Statistics Canada data)",Current Hectares of functional parkland per 1000 people in the Regional Centre,I,2,4.6,Hectares/1000 residents,2019,1/4/2019,31/03/2020,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
125,2570,Hectares of functional parkland per 1000 people in the Urban Settlem.,"Functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access) per 1000 persons in the Urban Settlement outside Reg. Centre (Statistics Canada data)",Current Hectares of functional parkland per 1000 people in the Urban Settlem.,I,2,15.7,Hectares/1000 residents,2020,1/4/2020,31/03/2021,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
125,2570,Hectares of functional parkland per 1000 people in the Urban Settlem.,"Functional parkland (municipal, provincial, federal or privately-owned parkland with at least one built amenity or enough open space for active play or water access) per 1000 persons in the Urban Settlement outside Reg. Centre (Statistics Canada data)",Current Hectares of functional parkland per 1000 people in the Urban Settlem.,I,2,19,Hectares/1000 residents,2019,1/4/2019,31/03/2020,,MONITOR,Involved Communities,"Residents are actively involved in their communities and enjoy participating and volunteering in a wide range of leisure, learning, social, recreational, and civic opportunities.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
126,2572,Total number of electric vehicle charging stations in the Municipality,Total number of  public electric vehicle charging stations in the Municipality - level 2 and direct current fast chargers (Natural Resources Canada data),Current Total number of electric vehicle charging stations in the Municipality,P,1,97,,2020,1/4/2020,31/03/2021,,UP,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
127,2574,Number of public level 2 electric vehicle charging ports in the Municipality,Number of public electric vehicle Level 2 charging ports in the municipality - these add 30 km of range per hour of charging  (Natural Resources Canada data),Current Number of public level 2 electric vehicle charging ports in the Municipality,P,2,84,,2020,1/4/2020,31/03/2021,,UP,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
128,2576,Number of public direct current fast chargers in the Municipality,Number of public electric vehicle Direct Current fast chargers in the municipality - these add 250 km of range per hour of charging  (Natural Resources Canada data),Current Number of public direct current fast chargers in the Municipality,P,2,13,,2020,1/4/2020,31/03/2021,,UP,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
129,2578,Average commute duration for all modes (Minutes),"Average commute duration for all modes of travel (automobiles, transit, walking/rolling, and cycling) travelling from place of residence to place of work (Statistics Canada Census)",Current Average commute duration for all modes (Minutes),L,1,23,mins,2016,1/4/2016,31/03/2017,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
130,2580,Average commute duration for automobile drivers (Minutes),Average commute duration for drivers travelling from place of residence to place of work (Statistics Canada Census) ,Current Average commute duration for automobile drivers (Minutes),L,2,21,mins,2016,1/4/2016,31/03/2017,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
131,2582,Average commute duration for transit users (Minutes),Average commute duration for transit users travelling from place of residence to place of work (Statistics Canada Census) ,Current Average commute duration for transit users (Minutes),L,2,39,mins,2016,1/4/2016,31/03/2017,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
132,2584,Average commute duration for pedestrians (Minutes),Average commute duration for pedestrians travelling from place of residence to place of work (Statistics Canada Census),Current Average commute duration for pedestrians (Minutes),L,2,16,mins,2016,1/4/2016,31/03/2017,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
133,2586,Average commute duration for cyclists (Minutes),Average commute duration for cyclists travelling from place of residence to place of work (Statistics Canada Census),Current Average commute duration for cyclists (Minutes),L,2,21,mins,2016,1/4/2016,31/03/2017,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
134,2588,Average daily vehicle kilometers travelled per capita ,Average daily vehicle kilometers travelled per capita based on the Municipality's Travel Demand Model (Municipal data),Current Average daily vehicle kilometers travelled per capita ,,1,23.3,km,2018,1/4/2018,31/03/2019,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
135,2590,Department of Community Services Pass program participants,Department of Community Services Pass program participants (Municipal data),Current Department of Community Services Pass program participants,,1,8192,,2020,1/4/2020,31/03/2021,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
135,2590,Department of Community Services Pass program participants,Department of Community Services Pass program participants (Municipal data),Current Department of Community Services Pass program participants,,1,8545,,2018,1/4/2018,31/03/2019,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
135,2590,Department of Community Services Pass program participants,Department of Community Services Pass program participants (Municipal data),Current Department of Community Services Pass program participants,,1,10263,,2019,1/4/2019,31/03/2020,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
136,2592,Total Enrollment in the Municipality's Affordable Transit Pass Program,Total Enrollment in the Municipality's Low-Income Transit Pass Program (Municipal data),Current Total Enrollment in the Municipality's Affordable Transit Pass Program,,1,1000,,2018,1/4/2018,31/03/2019,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
136,2592,Total Enrollment in the Municipality's Affordable Transit Pass Program,Total Enrollment in the Municipality's Low-Income Transit Pass Program (Municipal data),Current Total Enrollment in the Municipality's Affordable Transit Pass Program,,1,1100,,2020,1/4/2020,31/03/2021,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
136,2592,Total Enrollment in the Municipality's Affordable Transit Pass Program,Total Enrollment in the Municipality's Low-Income Transit Pass Program (Municipal data),Current Total Enrollment in the Municipality's Affordable Transit Pass Program,,1,2000,,2019,1/4/2019,31/03/2020,,MONITOR,Affordable & Sustainable Integrated Mobility Network,A socially responsible investment model optimizes existing mobility infrastructure and aligns with HalifACT.,Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
137,2594,Percentage of streets in the Municipality that have sidewalks ,Percentage of streets in the Municipality that have a sidewalk on one or both sides of the street (Municipal data),Current Percentage of streets in the Municipality that have sidewalks ,M,1,41,%,2018,1/4/2018,31/03/2019,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
137,2594,Percentage of streets in the Municipality that have sidewalks ,Percentage of streets in the Municipality that have a sidewalk on one or both sides of the street (Municipal data),Current Percentage of streets in the Municipality that have sidewalks ,M,1,41,%,2019,1/4/2019,31/03/2020,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
137,2594,Percentage of streets in the Municipality that have sidewalks ,Percentage of streets in the Municipality that have a sidewalk on one or both sides of the street (Municipal data),Current Percentage of streets in the Municipality that have sidewalks ,M,1,41,%,2020,1/4/2020,31/03/2021,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
138,2596,Percentage of streets in the Regional Centre with sidewalks ,Percentage of streets with sidewalk on one or both sides of the street in the Regional Centre (Municipal data),Current Percentage of streets in the Regional Centre with sidewalks ,M,2,83,%,2018,1/4/2018,31/03/2019,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
138,2596,Percentage of streets in the Regional Centre with sidewalks ,Percentage of streets with sidewalk on one or both sides of the street in the Regional Centre (Municipal data),Current Percentage of streets in the Regional Centre with sidewalks ,M,2,83,%,2019,1/4/2019,31/03/2020,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
138,2596,Percentage of streets in the Regional Centre with sidewalks ,Percentage of streets with sidewalk on one or both sides of the street in the Regional Centre (Municipal data),Current Percentage of streets in the Regional Centre with sidewalks ,M,2,83,%,2020,1/4/2020,31/03/2021,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
139,2598,Percentage of streets in the  Suburbs with sidewalks,Percentage of streets with sidewalk on one or both sides of the street in the Suburbs (Municipal data),Current Percentage of streets in the  Suburbs with sidewalks,M,2,48,%,2018,1/4/2018,31/03/2019,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
139,2598,Percentage of streets in the  Suburbs with sidewalks,Percentage of streets with sidewalk on one or both sides of the street in the Suburbs (Municipal data),Current Percentage of streets in the  Suburbs with sidewalks,M,2,48,%,2019,1/4/2019,31/03/2020,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
139,2598,Percentage of streets in the  Suburbs with sidewalks,Percentage of streets with sidewalk on one or both sides of the street in the Suburbs (Municipal data),Current Percentage of streets in the  Suburbs with sidewalks,M,2,48,%,2020,1/4/2020,31/03/2021,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
140,2600,Percentage of streets in Rural communities with sidewalks,Percentage of streets with sidewalk on one or both sides of the street in Rural communities (Municipal data),Current Percentage of streets in Rural communities with sidewalks,M,2,4,%,2018,1/4/2018,31/03/2019,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
140,2600,Percentage of streets in Rural communities with sidewalks,Percentage of streets with sidewalk on one or both sides of the street in Rural communities (Municipal data),Current Percentage of streets in Rural communities with sidewalks,M,2,4,%,2019,1/4/2019,31/03/2020,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
140,2600,Percentage of streets in Rural communities with sidewalks,Percentage of streets with sidewalk on one or both sides of the street in Rural communities (Municipal data),Current Percentage of streets in Rural communities with sidewalks,M,2,5,%,2020,1/4/2020,31/03/2021,,UP,Connected & Healthy Long-Range Mobility Planning,"The mobility network supports active living, growth and development, and links people and communities with goods, services and opportunities using all transportation modes, including walking, rolling, cycling, public transit and driving.",Council Priority,Integrated Mobility,"The municipality offers safe, sustainable and accessible travel options to move conveniently throughout the region. "
141,2602,Employees that feel Munc is a healthy safe work environment (out of 5),"Employee rating of the perceived health and safety of the municipal work environment.(out of 5, Municipal data)",Current Employees that feel Munc is a healthy safe work environment (out of 5),,1,3.9,,2018,1/4/2018,31/03/2019,,UP,Healthy & Safe Workplace,"A commitment to health, safety and wellness is demonstrated to our people.",Admin Priority,Our People,"The municipality is committed to diversity, inclusion, and equity and providing an engaging, healthy, and safe work environment."
142,2604,People that feel the mun. provides sufficient tools for engagement (%),Percentage of residents that feel the municipality provides sufficient tools and information to allow for meaningful participation and engagement with the municipality (Municipal data),Current People that feel the mun. provides sufficient tools for engagement (%),,1,57.7,%,2020,1/4/2020,31/03/2021,,UP,Community-Focused,Residents are engaged in the development of public policy and plans.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
142,2604,People that feel the mun. provides sufficient tools for engagement (%),Percentage of residents that feel the municipality provides sufficient tools and information to allow for meaningful participation and engagement with the municipality (Municipal data),Current People that feel the mun. provides sufficient tools for engagement (%),,1,83,%,2018,1/4/2018,31/03/2019,,UP,Community-Focused,Residents are engaged in the development of public policy and plans.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
143,2606,Number of applicants per position advertised for boards/committees ,Number of applicants per position advertised for boards/committees (Municipal data) ,Current Number of applicants per position advertised for boards/committees ,,1,7.7,,2020,1/4/2020,31/03/2021,,UP,Community-Focused,Residents are engaged in the development of public policy and plans.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
144,2608,Percentage of Capital Budget that is invested in asset renewal,Percentage of Capital Budget that is invested in asset renewal (Municipality data),Current Percentage of Capital Budget that is invested in asset renewal,,1,31,%,2015,1/4/2015,31/03/2016,70,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
144,2608,Percentage of Capital Budget that is invested in asset renewal,Percentage of Capital Budget that is invested in asset renewal (Municipality data),Current Percentage of Capital Budget that is invested in asset renewal,,1,34,%,2016,1/4/2016,31/03/2017,70,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
144,2608,Percentage of Capital Budget that is invested in asset renewal,Percentage of Capital Budget that is invested in asset renewal (Municipality data),Current Percentage of Capital Budget that is invested in asset renewal,,1,52,%,2017,1/4/2017,31/03/2018,70,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
144,2608,Percentage of Capital Budget that is invested in asset renewal,Percentage of Capital Budget that is invested in asset renewal (Municipality data),Current Percentage of Capital Budget that is invested in asset renewal,,1,74,%,2019,1/4/2019,31/03/2020,70,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
144,2608,Percentage of Capital Budget that is invested in asset renewal,Percentage of Capital Budget that is invested in asset renewal (Municipality data),Current Percentage of Capital Budget that is invested in asset renewal,,1,77,%,2020,1/4/2020,31/03/2021,70,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
144,2608,Percentage of Capital Budget that is invested in asset renewal,Percentage of Capital Budget that is invested in asset renewal (Municipality data),Current Percentage of Capital Budget that is invested in asset renewal,,1,85,%,2018,1/4/2018,31/03/2019,70,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
145,2610,Value for Property taxes (%),Percentage of respondents who believe they receive good/very good value for property taxes (Municipal data),Current Value for Property taxes (%),,1,55.7,%,2019,1/4/2019,31/03/2020,,UP,Well Managed,Appropriate stewardship of municipal affairs inspires the trust and confidence of residents.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
145,2610,Value for Property taxes (%),Percentage of respondents who believe they receive good/very good value for property taxes (Municipal data),Current Value for Property taxes (%),,1,72,%,2020,1/4/2020,31/03/2021,,UP,Well Managed,Appropriate stewardship of municipal affairs inspires the trust and confidence of residents.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
145,2610,Value for Property taxes (%),Percentage of respondents who believe they receive good/very good value for property taxes (Municipal data),Current Value for Property taxes (%),,1,73,%,2018,1/4/2018,31/03/2019,,UP,Well Managed,Appropriate stewardship of municipal affairs inspires the trust and confidence of residents.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
147,2612,Percentage of employees trained in Performance Excellence,Percentage of employees trained in Performance Excellence (Municipal data),Current Percentage of employees trained in Performance Excellence,,1,26,%,2020,1/4/2020,31/03/2021,28,UP,Innovative Performance Excellence,"Current and future needs are met through forward thinking, innovation, and collaboration.",Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
148,2614,Percentage of residents who feel connected to their neighbourhood,Percentage of residents who feel connected to their neighbourhood (Municipal data),Current Percentage of residents who feel connected to their neighbourhood,,1,62.9,%,2020,1/4/2020,31/03/2021,,UP,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
149,2616,Dollar value of subsidized recreation services,Dollar value of subsidized program and membership fees (Municipal data),Current Dollar value of subsidized recreation services,,1,51520,$,2020,1/4/2020,31/03/2021,,MONITOR,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
149,2616,Dollar value of subsidized recreation services,Dollar value of subsidized program and membership fees (Municipal data),Current Dollar value of subsidized recreation services,,1,187000,$,2017,1/4/2017,31/03/2018,,MONITOR,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
149,2616,Dollar value of subsidized recreation services,Dollar value of subsidized program and membership fees (Municipal data),Current Dollar value of subsidized recreation services,,1,215000,$,2018,1/4/2018,31/03/2019,,MONITOR,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
149,2616,Dollar value of subsidized recreation services,Dollar value of subsidized program and membership fees (Municipal data),Current Dollar value of subsidized recreation services,,1,244324,$,2019,1/4/2019,31/03/2020,,MONITOR,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
150,2618,Number of Clients in subsidized Recreation services,Number of Clients in subsidized Recreation services (Municipal data),Current Number of Clients in subsidized Recreation services,,1,280,,2020,1/4/2020,31/03/2021,,MONITOR,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
150,2618,Number of Clients in subsidized Recreation services,Number of Clients in subsidized Recreation services (Municipal data),Current Number of Clients in subsidized Recreation services,,1,794,,2019,1/4/2019,31/03/2020,,MONITOR,Inclusive Communities,"Residents are empowered as stewards and advocates for their communities, and work with the Municipality and others to remove systemic barriers.",Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
151,2620,Percentage of peopl that feel safe after dark in their neighbourhood, Percentage of residents that feel 'reasonably safe' or 'very safe' from crime walking alone in their neighbourhood after dark (Municipal data),Current Percentage of peopl that feel safe after dark in their neighbourhood,,1,74,%,2018,1/4/2018,31/03/2019,,UP,Safe Communities,Residents and visitors feel safe and are supported by a network of social infrastructure that helps community members thrive. ,Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
151,2620,Percentage of peopl that feel safe after dark in their neighbourhood, Percentage of residents that feel 'reasonably safe' or 'very safe' from crime walking alone in their neighbourhood after dark (Municipal data),Current Percentage of peopl that feel safe after dark in their neighbourhood,,1,74.4,%,2020,1/4/2020,31/03/2021,,UP,Safe Communities,Residents and visitors feel safe and are supported by a network of social infrastructure that helps community members thrive. ,Council Priority,Communities,The municipality boasts strong social equity through meaningful engagement to build safer and more inclusive communities for all.
152,2622,Total Corporate GHG Emissions (Tonnes),"Total Corporate GHG emissions including Buildings, Fleet and street lighting (not transit, Municipal data)",Current Total Corporate GHG Emissions (Tonnes),R,1,63526,tonnes,2020,1/4/2020,31/03/2021,,DOWN,Net-Zero Emissions ,Achieve net zero municipal operations emissions by 2030 and strive for community-wide emission reductions of 75% by 2030 and net-zero by 2050.,Council Priority,Environment,Leadership in climate change action and environmental protection - both as an organization and a region.
